;Num_Acc;id_vehicule;num_veh;catu;grav;catv;;obsm;dep;com;adr;lat;long;;voie;v1;v2;vosp;vma
88690;2,02E+11;138 232 236;A01;1;4;1;;0;75;75115;BOULEVARD VICTOR;48,835188;2,281551;;BOULEVARD VICTOR;0.0;;1;50
88691;2,02E+11;138 232 235;A01;1;1;7;;1;75;75114;PLACE DE CATALOGNE;48,836892;2,3185068;;PLACE DE CATALOGNE;0.0;;0;50
88692;2,02E+11;138 232 235;A01;3;4;7;;1;75;75114;PLACE DE CATALOGNE;48,836892;2,3185068;;PLACE DE CATALOGNE;0.0;;0;50
88693;2,02E+11;138 232 233;A01;1;3;34;;2;75;75114;BOULEVARD RASPAIL;48,8377858;2,3311659;;BOULEVARD RASPAIL;0.0;;3;50
88694;2,02E+11;138 232 234;B01;1;1;7;;2;75;75114;BOULEVARD RASPAIL;48,8377858;2,3311659;;BOULEVARD RASPAIL;0.0;;3;50
88805;2,02E+11;138 232 142;A01;1;1;14;;2;75;75118;PORTE DE SAINT OUEN;48,900792;2,3317;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88806;2,02E+11;138 232 143;B01;1;4;7;;2;75;75118;PORTE DE SAINT OUEN;48,900792;2,3317;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88807;2,02E+11;138 232 143;B01;2;4;7;;2;75;75118;PORTE DE SAINT OUEN;48,900792;2,3317;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88808;2,02E+11;138 232 144;C01;1;4;7;;2;75;75118;PORTE DE SAINT OUEN;48,900792;2,3317;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88809;2,02E+11;138 232 139;A01;1;4;43;;2;75;75120;PORTE DE MONTREUIL;48,854377;2,414079;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88810;2,02E+11;138 232 140;B01;1;1;7;;2;75;75120;PORTE DE MONTREUIL;48,854377;2,414079;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88811;2,02E+11;138 232 141;C01;1;1;7;;2;75;75120;PORTE DE MONTREUIL;48,854377;2,414079;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88812;2,02E+11;138 232 137;A01;1;4;33;;2;75;75112;ECHANGEUR BERCY;48,826727;2,391036;;ECHANGEUR BERCY;0.0;;0;50
88813;2,02E+11;138 232 134;C01;1;1;10;;2;75;75116;BOULEVARD PERIPHERIQUE;48,834928;2,262709;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88814;2,02E+11;138 232 135;B01;1;4;43;;2;75;75116;BOULEVARD PERIPHERIQUE;48,834928;2,262709;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88815;2,02E+11;138 232 136;A01;1;1;7;;2;75;75116;BOULEVARD PERIPHERIQUE;48,834928;2,262709;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88816;2,02E+11;138 232 133;A01;1;1;43;;0;75;75119;BOULEVARD PERIPHERIQUE;48,900327;2,379367;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88817;2,02E+11;138 232 133;A01;2;4;43;;0;75;75119;BOULEVARD PERIPHERIQUE;48,900327;2,379367;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88818;2,02E+11;138 232 131;B01;1;4;33;;2;75;75117;PORTE D ASNIERES;48,891988;2,301459;;BD PERIPHERIQUE INTERIEUR;0.0;;0;70
88819;2,02E+11;138 232 130;A01;1;3;32;;0;75;75120;BOULEVARD DAVOUT;48,851314;2,411116;;BOULEVARD DAVOUT;0.0;;0;50
88820;2,02E+11;138 232 128;A01;1;3;30;;2;75;75112;AVENUE DE SAINT MAURICE;48,828818;2,419679;;AVENUE DE SAINT MAURICE;0.0;;0;50
88821;2,02E+11;138 232 129;B01;2;1;7;;2;75;75112;AVENUE DE SAINT MAURICE;48,828818;2,419679;;AVENUE DE SAINT MAURICE;0.0;;0;50
88822;2,02E+11;138 232 129;B01;1;1;7;;2;75;75112;AVENUE DE SAINT MAURICE;48,828818;2,419679;;AVENUE DE SAINT MAURICE;0.0;;0;50
88823;2,02E+11;138 232 127;A01;1;3;2;;0;75;75120;RUE VICTOR LETALLE;48,867158;2,385312;;RUE VICTOR LETALLE;0.0;;0;30
88824;2,02E+11;138 232 125;B01;1;2;1;;2;75;75117;RUE NICOLAS CHUQUET;48,888643;2,303407;;RUE NICOLAS CHUQUET;0.0;;0;30
88825;2,02E+11;138 232 126;A01;1;1;7;;2;75;75117;RUE NICOLAS CHUQUET;48,888643;2,303407;;RUE NICOLAS CHUQUET;0.0;;0;30
88826;2,02E+11;138 232 123;B01;1;3;31;;2;75;75118;BOULEVARD PERIPHERIQUE;48,900993;2,341275;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88827;2,02E+11;138 232 124;A01;1;1;10;;2;75;75118;BOULEVARD PERIPHERIQUE;48,900993;2,341275;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88828;2,02E+11;138 232 124;A01;2;1;10;;2;75;75118;BOULEVARD PERIPHERIQUE;48,900993;2,341275;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88829;2,02E+11;138 232 124;A01;2;1;10;;2;75;75118;BOULEVARD PERIPHERIQUE;48,900993;2,341275;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88830;2,02E+11;138 232 121;A01;1;3;30;;2;75;75115;RUE DE LA CROIX NIVERT;48,842902;2,29507;;RUE DE LA CROIX NIVERT;0.0;;0;50
88831;2,02E+11;138 232 122;B01;1;1;10;;2;75;75115;RUE DE LA CROIX NIVERT;48,842902;2,29507;;RUE DE LA CROIX NIVERT;0.0;;0;50
88832;2,02E+11;138 232 120;A01;1;4;7;;0;75;75116;RUE D AUTEUIL;48,84828;2,26017;;RUE D AUTEUIL;0.0;;0;50
88833;2,02E+11;138 232 119;A01;1;1;7;;1;75;75101;RUE DE RIVOLI;48,860914;2,340847;;RUE DE RIVOLI;0.0;;3;50
88834;2,02E+11;138 232 119;A01;3;3;7;;1;75;75101;RUE DE RIVOLI;48,860914;2,340847;;RUE DE RIVOLI;0.0;;3;50
88835;2,02E+11;138 232 116;A01;1;1;7;;2;75;75112;BOULEVARD PERIPHERIQUE;48,83957;2,413477;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88836;2,02E+11;138 232 117;B01;1;3;33;;2;75;75112;BOULEVARD PERIPHERIQUE;48,83957;2,413477;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88837;2,02E+11;138 232 118;C01;1;1;7;;2;75;75112;BOULEVARD PERIPHERIQUE;48,83957;2,413477;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
88838;2,02E+11;138 232 114;A01;1;3;50;;2;75;75107;BOULEVARD DES INVALIDES;48,851806;2,314493;;BOULEVARD DES INVALIDES;0.0;;0;50
88839;2,02E+11;138 232 115;B01;1;1;34;;2;75;75107;BOULEVARD DES INVALIDES;48,851806;2,314493;;BOULEVARD DES INVALIDES;0.0;;0;50
88840;2,02E+11;138 232 112;A01;1;1;7;;2;75;75105;RUE SAINT JACQUES;48,843353;2,341552;;RUE SAINT JACQUES;0.0;;0;30
88841;2,02E+11;138 232 113;B01;1;4;43;;2;75;75105;RUE SAINT JACQUES;48,843353;2,341552;;RUE SAINT JACQUES;0.0;;0;30
88842;2,02E+11;138 232 110;B01;1;4;50;;2;75;75105;RUE BERTHOLLET;48,838263;2,345621;;RUE BERTHOLLET;0.0;;0;50
88843;2,02E+11;138 232 111;A01;1;1;7;;2;75;75105;RUE BERTHOLLET;48,838263;2,345621;;RUE BERTHOLLET;0.0;;0;50
88844;2,02E+11;138 232 107;A01;3;4;7;;1;75;75120;RUE DES COURONNES;48,87041;2,38674;;RUE DES COURONNES;0.0;;0;50
88845;2,02E+11;138 232 107;A01;1;1;7;;1;75;75120;RUE DES COURONNES;48,87041;2,38674;;RUE DES COURONNES;0.0;;0;50
88846;2,02E+11;138 232 106;A01;1;1;7;;1;75;75120;RUE DES RIGOLES;48,871477;2,395661;;RUE DES RIGOLES;0.0;;0;50
88847;2,02E+11;138 232 106;A01;3;4;7;;1;75;75120;RUE DES RIGOLES;48,871477;2,395661;;RUE DES RIGOLES;0.0;;0;50
88848;2,02E+11;138 232 104;A01;1;4;31;;2;75;75120;RUE DES PYRENEES;48,853994;2,405727;;RUE DES PYRENEES;0.0;;0;50
88849;2,02E+11;138 232 105;B01;1;1;7;;2;75;75120;RUE DES PYRENEES;48,853994;2,405727;;RUE DES PYRENEES;0.0;;0;50
88850;2,02E+11;138 232 103;A01;3;4;7;;1;75;75119;AVENUE JEAN JAURES;48,887796;2,389283;;AVENUE JEAN JAURES;0.0;;0;30
88851;2,02E+11;138 232 103;A01;1;1;7;;1;75;75119;AVENUE JEAN JAURES;48,887796;2,389283;;AVENUE JEAN JAURES;0.0;;0;30
88852;2,02E+11;138 232 103;A01;3;1;7;;1;75;75119;AVENUE JEAN JAURES;48,887796;2,389283;;AVENUE JEAN JAURES;0.0;;0;30
88853;2,02E+11;138 232 102;A01;1;1;7;;1;75;75119;AVENUE DE FLANDRE;48,884908;2,369513;;AVENUE DE FLANDRE;0.0;;0;50
88854;2,02E+11;138 232 102;A01;3;4;7;;1;75;75119;AVENUE DE FLANDRE;48,884908;2,369513;;AVENUE DE FLANDRE;0.0;;0;50
88855;2,02E+11;138 232 101;Z01;3;4;7;;1;75;75119;RUE DE JOINVILLE;48,89034;2,379082;;RUE DE JOINVILLE;0.0;;0;30
88856;2,02E+11;138 232 100;A01;3;4;7;;1;75;75119;AVENUE DE FLANDRE;48,888482;2,37387;;AVENUE DE FLANDRE;0.0;;0;50
88857;2,02E+11;138 232 100;A01;1;1;7;;1;75;75119;AVENUE DE FLANDRE;48,888482;2,37387;;AVENUE DE FLANDRE;0.0;;0;50
88858;2,02E+11;138 232 098;A01;1;4;31;;2;75;75119;RUE DE BELLEVILLE;48,872538;2,378552;;RUE DE BELLEVILLE;0.0;;0;50
88859;2,02E+11;138 232 099;B01;1;1;7;;2;75;75119;RUE DE BELLEVILLE;48,872538;2,378552;;RUE DE BELLEVILLE;0.0;;0;50
88860;2,02E+11;138 232 096;A01;1;1;10;;2;75;75119;BOULEVARD MACDONALD;48,898772;2,374105;;BOULEVARD MACDONALD;0.0;;0;50
88861;2,02E+11;138 232 097;B01;1;4;1;;2;75;75119;BOULEVARD MACDONALD;48,898772;2,374105;;BOULEVARD MACDONALD;0.0;;0;50
88862;2,02E+11;138 232 094;B01;2;1;7;;2;75;75119;RUE ARMAND CARREL;48,882693;2,378029;;RUE ARMAND CARREL;0.0;;0;50
88863;2,02E+11;138 232 094;B01;1;1;7;;2;75;75119;RUE ARMAND CARREL;48,882693;2,378029;;RUE ARMAND CARREL;0.0;;0;50
88864;2,02E+11;138 232 095;A01;1;4;30;;2;75;75119;RUE ARMAND CARREL;48,882693;2,378029;;RUE ARMAND CARREL;0.0;;0;50
88865;2,02E+11;138 232 092;A01;1;4;1;;2;75;75119;AVENUE DE FLANDRE;48,891465;2,377986;;AVENUE DE FLANDRE;0.0;;1;50
88866;2,02E+11;138 232 093;B01;1;1;14;;2;75;75119;AVENUE DE FLANDRE;48,891465;2,377986;;AVENUE DE FLANDRE;0.0;;1;50
88867;2,02E+11;138 232 090;B01;1;1;7;;2;75;75119;BOULEVARD MACDONALD;48,898874;2,379562;;BOULEVARD MACDONALD;0.0;;0;50
88868;2,02E+11;138 232 090;B01;2;1;7;;2;75;75119;BOULEVARD MACDONALD;48,898874;2,379562;;BOULEVARD MACDONALD;0.0;;0;50
88869;2,02E+11;138 232 091;A01;1;4;1;;2;75;75119;BOULEVARD MACDONALD;48,898874;2,379562;;BOULEVARD MACDONALD;0.0;;0;50
88870;2,02E+11;138 232 088;B01;1;4;32;;2;75;75118;AVENUE DE LA PORTE DE MONTMARTRE;48,898326;2,336983;;AVENUE DE LA PORTE DE MONTMARTRE;0.0;;0;50
88871;2,02E+11;138 232 089;A01;1;1;7;;2;75;75118;AVENUE DE LA PORTE DE MONTMARTRE;48,898326;2,336983;;AVENUE DE LA PORTE DE MONTMARTRE;0.0;;0;50
88872;2,02E+11;138 232 087;A01;1;1;7;;1;75;75118;RUE DE L EVANGILE;48,895438;2,370305;;RUE DE L EVANGILE;0.0;;0;50
88873;2,02E+11;138 232 087;A01;3;4;7;;1;75;75118;RUE DE L EVANGILE;48,895438;2,370305;;RUE DE L EVANGILE;0.0;;0;50
88874;2,02E+11;138 232 086;A01;1;1;7;;1;75;75118;BOULEVARD NEY;48,897523;2,329404;;BOULEVARD NEY;0.0;;0;50
88875;2,02E+11;138 232 086;A01;3;4;7;;1;75;75118;BOULEVARD NEY;48,897523;2,329404;;BOULEVARD NEY;0.0;;0;50
88876;2,02E+11;138 232 084;B01;1;1;7;;2;75;75118;BOULEVARD DE LA CHAPELLE;48,884531;2,359338;;PLACE DE LA CHAPELLE;0.0;;0;50
88877;2,02E+11;138 232 085;A01;1;4;32;;2;75;75118;BOULEVARD DE LA CHAPELLE;48,884531;2,359338;;PLACE DE LA CHAPELLE;0.0;;0;50
88878;2,02E+11;138 232 082;A01;1;4;1;;2;75;75118;RUE DE LA CHAPELLE;48,892709;2,359729;;RUE DE LA CHAPELLE;0.0;;0;50
88879;2,02E+11;138 232 080;A01;1;1;7;;2;75;75117;RUE DE COURCELLES;48,887548;2,294721;;RUE DE COURCELLES;0.0;;0;50
88880;2,02E+11;138 232 081;B01;2;4;33;;2;75;75117;RUE DE COURCELLES;48,887548;2,294721;;RUE DE COURCELLES;0.0;;0;50
88881;2,02E+11;138 232 081;B01;1;4;33;;2;75;75117;RUE DE COURCELLES;48,887548;2,294721;;RUE DE COURCELLES;0.0;;0;50
88882;2,02E+11;138 232 078;B01;2;4;7;;2;75;75117;BD PERIPHERIQUE EXTERIEUR;48,897824;2,313146;;ECHANGEUR CLICHY;0.0;;0;50
88883;2,02E+11;138 232 078;B01;1;1;7;;2;75;75117;BD PERIPHERIQUE EXTERIEUR;48,897824;2,313146;;ECHANGEUR CLICHY;0.0;;0;50
88884;2,02E+11;138 232 079;A01;1;1;7;;2;75;75117;BD PERIPHERIQUE EXTERIEUR;48,897824;2,313146;;ECHANGEUR CLICHY;0.0;;0;50
88885;2,02E+11;138 232 076;A01;1;4;30;;2;75;75117;BOULEVARD DE COURCELLES;48,880397;2,30878;;BOULEVARD DE COURCELLES;0.0;;0;50
88886;2,02E+11;138 232 077;B01;1;1;7;;2;75;75117;BOULEVARD DE COURCELLES;48,880397;2,30878;;BOULEVARD DE COURCELLES;0.0;;0;50
88887;2,02E+11;138 232 074;B01;1;4;32;;2;75;75117;RUE DES MOINES;48,889641;2,320178;;RUE DES MOINES;0.0;;0;50
88888;2,02E+11;138 232 075;A01;1;1;7;;2;75;75117;RUE DES MOINES;48,889641;2,320178;;RUE DES MOINES;0.0;;0;50
88889;2,02E+11;138 232 073;A01;1;1;7;;1;75;75117;RUE DARCET;48,883232;2,325319;;RUE DARCET;0.0;;0;30
88890;2,02E+11;138 232 073;A01;3;4;7;;1;75;75117;RUE DARCET;48,883232;2,325319;;RUE DARCET;0.0;;0;30
88891;2,02E+11;138 232 071;B01;1;4;1;;2;75;75117;PLACE PAUL LEAUTAUD;48,887228;2,297968;;PLACE PAUL LEAUTAUD;0.0;;0;50
88892;2,02E+11;138 232 072;A01;1;1;7;;2;75;75117;PLACE PAUL LEAUTAUD;48,887228;2,297968;;PLACE PAUL LEAUTAUD;0.0;;0;50
88893;2,02E+11;138 232 070;A01;1;1;34;;1;75;75117;BOULEVARD MALESHERBES;48,88277;2,310191;;BOULEVARD MALESHERBES;0.0;;0;50
88894;2,02E+11;138 232 070;A01;3;4;34;;1;75;75117;BOULEVARD MALESHERBES;48,88277;2,310191;;BOULEVARD MALESHERBES;0.0;;0;50
88895;2,02E+11;138 232 069;A01;1;4;30;;0;75;75116;AVENUE DE LA PORTE D AUTEUIL;48,847954;2,253254;;AVENUE DE LA PORTE D AUTEUIL;0.0;;0;50
88896;2,02E+11;138 232 067;A01;1;1;10;;2;75;75116;AVENUE THEOPHILE GAUTIER;48,849939;2,272204;;AVENUE THEOPHILE GAUTIER;0.0;;0;50
88897;2,02E+11;138 232 068;B01;1;4;1;;2;75;75116;AVENUE THEOPHILE GAUTIER;48,849939;2,272204;;AVENUE THEOPHILE GAUTIER;0.0;;0;50
88898;2,02E+11;138 232 065;B01;1;1;7;;2;75;75116;RUE CORTAMBERT;48,861208;2,279314;;RUE CORTAMBERT;0.0;;0;50
88899;2,02E+11;138 232 066;A01;1;4;30;;2;75;75116;RUE CORTAMBERT;48,861208;2,279314;;RUE CORTAMBERT;0.0;;0;50
88900;2,02E+11;138 232 063;B01;1;1;10;;2;75;75116;QUAI LOUIS BLERIOT;48,843864;2,271276;;QUAI LOUIS BLERIOT;0.0;;0;50
88901;2,02E+11;138 232 064;A01;1;4;7;;2;75;75116;QUAI LOUIS BLERIOT;48,843864;2,271276;;QUAI LOUIS BLERIOT;0.0;;0;50
88902;2,02E+11;138 232 062;A01;1;1;10;;1;75;75116;PONT D IENA;48,860371;2,291216;;PONT D IENA;0.0;;0;50
88903;2,02E+11;138 232 062;A01;3;4;10;;1;75;75116;PONT D IENA;48,860371;2,291216;;PONT D IENA;0.0;;0;50
88904;2,02E+11;138 232 060;B01;1;4;2;;2;75;75116;RUE JEAN DE LA FONTAINE;48,851632;2,273474;;RUE JEAN DE LA FONTAINE;0.0;;0;50
88905;2,02E+11;138 232 061;A01;1;1;7;;2;75;75116;RUE JEAN DE LA FONTAINE;48,851632;2,273474;;RUE JEAN DE LA FONTAINE;0.0;;0;50
88906;2,02E+11;138 232 058;B01;1;4;1;;2;75;75116;CARREFOUR DES CASCADES;48,861168;2,239832;;AVENUE DE  L HIPPODROME;0.0;;0;50
88907;2,02E+11;138 232 059;A01;1;1;7;;2;75;75116;CARREFOUR DES CASCADES;48,861168;2,239832;;AVENUE DE  L HIPPODROME;0.0;;0;50
88908;2,02E+11;138 232 057;A01;1;4;1;;0;75;75116;ROUTE DE SEVRES A NEUILLY;48,862942;2,23879;;ROUTE DE SEVRES A NEUILLY;0.0;;0;50
88909;2,02E+11;138 232 055;B01;1;1;7;;2;75;75116;BOULEVARD MURAT;48,844414;2,257087;;BOULEVARD MURAT;0.0;;0;50
88910;2,02E+11;138 232 056;A01;1;4;32;;2;75;75116;BOULEVARD MURAT;48,844414;2,257087;;BOULEVARD MURAT;0.0;;0;50
88911;2,02E+11;138 232 052;A01;1;1;7;;2;75;75115;RUE DE LA PORTE D ISSY;48,8321;2,28093;;RUE DE LA PORTE D ISSY;0.0;;0;50
88912;2,02E+11;138 232 053;B01;1;4;33;;2;75;75115;RUE DE LA PORTE D ISSY;48,8321;2,28093;;RUE DE LA PORTE D ISSY;0.0;;0;50
88913;2,02E+11;138 232 050;A01;1;1;7;;2;75;75115;PONT DE GRENELLE;48,84996;2,280635;;PONT DE GRENELLE;0.0;;0;50
88914;2,02E+11;138 232 051;B01;1;4;2;;2;75;75115;PONT DE GRENELLE;48,84996;2,280635;;PONT DE GRENELLE;0.0;;0;50
88915;2,02E+11;138 232 048;B01;1;4;32;;2;75;75115;PLACE FERNAND FOREST;48,849348;2,281617;;PLACE FERNAND FOREST;0.0;;0;50
88916;2,02E+11;138 232 049;A01;1;1;10;;2;75;75115;PLACE FERNAND FOREST;48,849348;2,281617;;PLACE FERNAND FOREST;0.0;;0;50
88917;2,02E+11;138 232 045;A01;1;4;7;;2;75;75115;RUE LOUIS VICAT;48,825488;2,300246;;RUE LOUIS VICAT;0.0;;0;50
88918;2,02E+11;138 232 046;B01;1;1;10;;2;75;75115;RUE LOUIS VICAT;48,825488;2,300246;;RUE LOUIS VICAT;0.0;;0;50
88919;2,02E+11;138 232 047;C01;1;1;7;;2;75;75115;RUE LOUIS VICAT;48,825488;2,300246;;RUE LOUIS VICAT;0.0;;0;50
88920;2,02E+11;138 232 044;A01;3;4;10;;1;75;75115;RUE BRANCION;48,835156;2,305568;;RUE BRANCION;0.0;;0;50
88921;2,02E+11;138 232 044;A01;1;1;10;;1;75;75115;RUE BRANCION;48,835156;2,305568;;RUE BRANCION;0.0;;0;50
88922;2,02E+11;138 232 044;A01;3;4;10;;1;75;75115;RUE BRANCION;48,835156;2,305568;;RUE BRANCION;0.0;;0;50
88923;2,02E+11;138 232 042;A01;1;1;7;;2;75;75115;RUE MARMONTEL;48,837183;2,300145;;RUE MARMONTEL;0.0;;0;50
88924;2,02E+11;138 232 043;B01;1;4;30;;2;75;75115;RUE MARMONTEL;48,837183;2,300145;;RUE MARMONTEL;0.0;;0;50
88925;2,02E+11;138 232 041;A01;3;4;7;;1;75;75114;RUE D ALESIA;48,829313;2,322665;;RUE D ALESIA;0.0;;0;50
88926;2,02E+11;138 232 041;A01;1;1;7;;1;75;75114;RUE D ALESIA;48,829313;2,322665;;RUE D ALESIA;0.0;;0;50
88927;2,02E+11;138 232 040;A01;1;4;30;;0;75;75114;AVENUE DU MAINE;48,831463;2,325373;;AVENUE DU MAINE;0.0;;0;50
88928;2,02E+11;138 232 039;A01;1;1;33;;1;75;75114;BOULEVARD BRUNE;48,823051;2,325488;;BOULEVARD BRUNE;0.0;;0;50
88929;2,02E+11;138 232 039;A01;3;4;33;;1;75;75114;BOULEVARD BRUNE;48,823051;2,325488;;BOULEVARD BRUNE;0.0;;0;50
88930;2,02E+11;138 232 038;A01;1;1;10;;1;75;75114;RUE RAYMOND LOSSERAND;48,834399;2,318913;;RUE RAYMOND LOSSERAND;0.0;;0;50
88931;2,02E+11;138 232 038;A01;3;4;10;;1;75;75114;RUE RAYMOND LOSSERAND;48,834399;2,318913;;RUE RAYMOND LOSSERAND;0.0;;0;50
88932;2,02E+11;138 232 036;A01;1;4;34;;2;75;75114;AVENUE DENFERT ROCHEREAU;48,835536;2,333461;;AVENUE DENFERT ROCHEREAU;0.0;;0;50
88933;2,02E+11;138 232 037;B01;1;1;10;;2;75;75114;AVENUE DENFERT ROCHEREAU;48,835536;2,333461;;AVENUE DENFERT ROCHEREAU;0.0;;0;50
88934;2,02E+11;138 232 035;A01;1;4;30;;0;75;75114;BOULEVARD SAINT JACQUES;48,832621;2,338728;;BOULEVARD SAINT JACQUES;0.0;;0;50
88935;2,02E+11;138 232 033;A01;1;1;7;;2;75;75113;BOULEVARD VINCENT AURIOL;48,831717;2,359138;;BOULEVARD VINCENT AURIOL;0.0;;0;30
88936;2,02E+11;138 232 034;B01;1;4;50;;2;75;75113;BOULEVARD VINCENT AURIOL;48,831717;2,359138;;BOULEVARD VINCENT AURIOL;0.0;;0;30
88937;2,02E+11;138 232 032;A01;1;1;7;;1;75;75113;RUE BOURGON;48,823016;2,358264;;RUE BOURGON;0.0;;0;30
88938;2,02E+11;138 232 032;A01;3;4;7;;1;75;75113;RUE BOURGON;48,823016;2,358264;;RUE BOURGON;0.0;;0;30
88939;2,02E+11;138 232 030;B01;1;4;1;;2;75;75105;BOULEVARD DE PORT ROYAL;48,838216;2,342908;;BOULEVARD DE PORT ROYAL;0.0;;3;50
88940;2,02E+11;138 232 031;A01;1;1;14;;2;75;75105;BOULEVARD DE PORT ROYAL;48,838216;2,342908;;BOULEVARD DE PORT ROYAL;0.0;;3;50
88941;2,02E+11;138 232 028;A01;1;4;1;;2;75;75113;PLACE D ITALIE;48,830977;2,355558;;PLACE D ITALIE;0.0;;0;50
88942;2,02E+11;138 232 027;A01;1;4;7;;2;75;75113;RUE BRUNESEAU;48,825673;2,38208;;RUE BRUNESEAU;0.0;;0;50
88943;2,02E+11;138 232 023;A01;3;3;43;;1;75;75112;AVENUE DAUMESNIL;48,848649;2,372555;;AVENUE DAUMESNIL;0.0;;0;50
88944;2,02E+11;138 232 023;A01;1;1;43;;1;75;75112;AVENUE DAUMESNIL;48,848649;2,372555;;AVENUE DAUMESNIL;0.0;;0;50
88945;2,02E+11;138 232 021;B01;1;1;7;;2;75;75111;RUE DU FAUBOURG SAINT ANTOINE;48,851301;2,376141;;RUE DU FAUBOURG SAINT ANTOINE;0.0;;0;50
88946;2,02E+11;138 232 022;A01;1;4;1;;2;75;75111;RUE DU FAUBOURG SAINT ANTOINE;48,851301;2,376141;;RUE DU FAUBOURG SAINT ANTOINE;0.0;;0;50
88947;2,02E+11;138 232 019;A01;1;4;7;;2;75;75112;RUE JOSEPH KESSEL;48,835298;2,385349;;RUE JOSEPH KESSEL;0.0;;0;30
88948;2,02E+11;138 232 017;A01;1;4;1;;2;75;75112;BOULEVARD SOULT;48,844024;2,410076;;BOULEVARD SOULT;0.0;;1;50
88949;2,02E+11;138 232 015;A01;1;1;7;;2;75;75112;AVENUE EMILE LAURENT;48,841175;2,412339;;AVENUE EMILE LAURENT;0.0;;0;50
88950;2,02E+11;138 232 016;B01;1;4;1;;2;75;75112;AVENUE EMILE LAURENT;48,841175;2,412339;;AVENUE EMILE LAURENT;0.0;;0;50
88951;2,02E+11;138 232 013;A01;1;4;32;;2;75;75112;RUE DE LYON;48,852827;2,369092;;RUE DE LYON;0.0;;0;50
88952;2,02E+11;138 232 014;B01;1;1;37;;2;75;75112;RUE DE LYON;48,852827;2,369092;;RUE DE LYON;0.0;;0;50
88953;2,02E+11;138 232 011;A01;1;1;7;;2;75;75112;BOULEVARD DIDEROT;48,847493;2,388079;;BOULEVARD DIDEROT;0.0;;0;50
88954;2,02E+11;138 232 012;B01;2;4;30;;2;75;75112;BOULEVARD DIDEROT;48,847493;2,388079;;BOULEVARD DIDEROT;0.0;;0;50
88955;2,02E+11;138 232 012;B01;1;4;30;;2;75;75112;BOULEVARD DIDEROT;48,847493;2,388079;;BOULEVARD DIDEROT;0.0;;0;50
88956;2,02E+11;138 232 009;B01;1;1;10;;2;75;75112;RUE DE REUILLY;48,849525;2,385066;;RUE DE REUILLY;0.0;;0;30
88957;2,02E+11;138 232 010;A01;1;4;30;;2;75;75112;RUE DE REUILLY;48,849525;2,385066;;RUE DE REUILLY;0.0;;0;30
88958;2,02E+11;138 232 007;B01;1;1;7;;2;75;75111;AVENUE DE LA REPUBLIQUE;48,863584;2,383383;;AVENUE DE LA REPUBLIQUE;0.0;;0;50
88959;2,02E+11;138 232 008;A01;1;4;30;;2;75;75111;AVENUE DE LA REPUBLIQUE;48,863584;2,383383;;AVENUE DE LA REPUBLIQUE;0.0;;0;50
88960;2,02E+11;138 232 006;A01;1;4;50;;2;75;75111;RUE ALEXANDRE DUMAS;48,854309;2,395912;;RUE ALEXANDRE DUMAS;0.0;;0;50
88961;2,02E+11;138 232 004;A01;2;1;34;;2;75;75111;RUE RICHARD LENOIR;48,857369;2,380849;;RUE RICHARD LENOIR;0.0;;0;30
88962;2,02E+11;138 232 004;A01;1;3;34;;2;75;75111;RUE RICHARD LENOIR;48,857369;2,380849;;RUE RICHARD LENOIR;0.0;;0;30
88963;2,02E+11;138 232 002;A01;1;1;7;;2;75;75111;BOULEVARD BEAUMARCHAIS;48,855806;2,368489;;BOULEVARD BEAUMARCHAIS;0.0;;0;50
88964;2,02E+11;138 232 003;B01;1;4;2;;2;75;75111;BOULEVARD BEAUMARCHAIS;48,855806;2,368489;;BOULEVARD BEAUMARCHAIS;0.0;;0;50
88965;2,02E+11;138 232 000;B01;1;4;1;;2;75;75111;RUE AMELOT;48,86124;2,367715;;RUE AMELOT;0.0;;1;30
88966;2,02E+11;138 232 001;A01;1;1;7;;2;75;75111;RUE AMELOT;48,86124;2,367715;;RUE AMELOT;0.0;;1;30
88967;2,02E+11;138 231 998;B01;1;4;1;;2;75;75111;AVENUE DE LA REPUBLIQUE;48,864009;2,381194;;AVENUE DE LA REPUBLIQUE;0.0;;0;30
